Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Hasar,,,,25-03-2024 18:24:22,25-03-2024 18:24:26,4.189s,PASSED
,,,,,,,
Test Cases/Hasar Flow/1 auth_token_Admin,,,,25-03-2024 18:24:22,25-03-2024 18:24:24,2.566s,PASSED
"current_user = ""Hasar""",,,,25-03-2024 18:24:22,25-03-2024 18:24:22,0.293s,PASSED
"response = sendRequest(findTestObject(""Flow Admin/token"", [""url_base"":url_base, ""api_key"":api_key_hasar]))",,,,25-03-2024 18:24:22,25-03-2024 18:24:24,1.854s,PASSED
responseBody = response.getResponseText(),,,,25-03-2024 18:24:24,25-03-2024 18:24:24,0.018s,PASSED
print(responseBody),,,,25-03-2024 18:24:24,25-03-2024 18:24:24,0.006s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,,25-03-2024 18:24:24,25-03-2024 18:24:24,0.013s,PASSED
jsonResponse = jsonSlurper.parseText(responseBody),,,,25-03-2024 18:24:24,25-03-2024 18:24:24,0.015s,PASSED
token = accessToken,,,,25-03-2024 18:24:24,25-03-2024 18:24:24,0.016s,PASSED
"println(""Response Body: "" + responseBody)",,,,25-03-2024 18:24:24,25-03-2024 18:24:24,0.007s,PASSED
,,,,,,,
Test Cases/Hasar Flow/2 Create Customer,,,,25-03-2024 18:24:24,25-03-2024 18:24:25,0.607s,PASSED
uniqueId = randomUUID().toString(),,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.009s,PASSED
"uniqueIdSubstring = replaceAll(""[^a-zA-Z0-9]"", """").substring(0, 10)",,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.009s,PASSED
println(uniqueIdSubstring: $uniqueIdSubstring),,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.039s,PASSED
println(uniqueId: $uniqueId),,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.004s,PASSED
"requestBody = 
{
  ""name"": ""QATest"",
  ""email"": ""QATest$uniqueIdSubstring@gmail.com"",
  ""address"": ""QATest"",
  ""phone"": ""1148784215"",
  ""company"": ""QATest"",
  ""external_reference"": ""QATest"",
  ""description"": ""QATest"",
  ""manager"": ""QATest"",
  ""wallet"": {
      ""address"": ""0x71C7656EC7ab88b098defB751B7401B5f6d8976F"",
      ""network"": ""Ethereum"",
      ""coin"": ""ETH""
  }
}
",,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.002s,PASSED
try,,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.132s,PASSED
,,,,,,,
Test Cases/Hasar Flow/3 Create User tipo User,,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.321s,PASSED
uniqueId = randomUUID().toString(),,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.003s,PASSED
"uniqueIdSubstring = replaceAll(""[^a-zA-Z0-9]"", """").substring(0, 10)",,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.002s,PASSED
println(uniqueIdSubstring: $uniqueIdSubstring),,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.002s,PASSED
println(uniqueId: $uniqueId),,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.001s,PASSED
"requestBody = 
{
    ""user"": {
		""username"": ""QATest$uniqueIdSubstring"",
        ""password"": ""1234"",
        ""role"": ""user""
    }
}
",,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.001s,PASSED
try,,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.135s,PASSED
,,,,,,,
Test Cases/Hasar Flow/4 auth_token_User,,,,25-03-2024 18:24:25,25-03-2024 18:24:26,0.286s,PASSED
"current_user = ""Hasar""",,,,25-03-2024 18:24:25,25-03-2024 18:24:25,0.001s,PASSED
"response = sendRequest(findTestObject(""Flow Admin/token"", [""url_base"":url_base, ""api_key"":api_key_user]))",,,,25-03-2024 18:24:25,25-03-2024 18:24:26,0.159s,PASSED
responseBody = response.getResponseText(),,,,25-03-2024 18:24:26,25-03-2024 18:24:26,0.001s,PASSED
print(responseBody),,,,25-03-2024 18:24:26,25-03-2024 18:24:26,0.001s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,,25-03-2024 18:24:26,25-03-2024 18:24:26,0.001s,PASSED
jsonResponse = jsonSlurper.parseText(responseBody),,,,25-03-2024 18:24:26,25-03-2024 18:24:26,0.001s,PASSED
token = accessToken,,,,25-03-2024 18:24:26,25-03-2024 18:24:26,0.001s,PASSED
"println(""Response Body: "" + responseBody)",,,,25-03-2024 18:24:26,25-03-2024 18:24:26,0.001s,PASSED
,,,,,,,
Test Cases/Hasar Flow/5 AccessToken,,,,25-03-2024 18:24:26,25-03-2024 18:24:26,0.190s,PASSED
try,,,,25-03-2024 18:24:26,25-03-2024 18:24:26,0.031s,PASSED
