Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Hasar,,,,25-03-2024 12:03:48,25-03-2024 12:03:54,5.486s,ERROR
,,,,,,,
Test Cases/Hasar Flow/auth_token_Admin,,,,25-03-2024 12:03:49,25-03-2024 12:03:52,3.676s,PASSED
"current_user = ""Hasar""",,,,25-03-2024 12:03:49,25-03-2024 12:03:49,0.267s,PASSED
"response = sendRequest(findTestObject(""Flow Admin/token"", [""url_base"":url_base, ""api_key"":api_key_hasar]))",,,,25-03-2024 12:03:49,25-03-2024 12:03:52,2.894s,PASSED
responseBody = response.getResponseText(),,,,25-03-2024 12:03:52,25-03-2024 12:03:52,0.022s,PASSED
print(responseBody),,,,25-03-2024 12:03:52,25-03-2024 12:03:52,0.012s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,,25-03-2024 12:03:52,25-03-2024 12:03:52,0.027s,PASSED
jsonResponse = jsonSlurper.parseText(responseBody),,,,25-03-2024 12:03:52,25-03-2024 12:03:52,0.017s,PASSED
token_Hasar = accessToken,,,,25-03-2024 12:03:52,25-03-2024 12:03:52,0.031s,PASSED
"println(""Response Body: "" + responseBody)",,,,25-03-2024 12:03:52,25-03-2024 12:03:52,0.006s,PASSED
,,,,,,,
Test Cases/Hasar Flow/Create Customer,,,,25-03-2024 12:03:52,25-03-2024 12:03:54,1.576s,ERROR
uniqueId = randomUUID().toString(),,,,25-03-2024 12:03:53,25-03-2024 12:03:53,0.009s,PASSED
token_Hasar,,,,25-03-2024 12:03:53,25-03-2024 12:03:53,0.003s,PASSED
"uniqueIdSubstring = replaceAll(""[^a-zA-Z0-9]"", """").substring(0, 10)",,,,25-03-2024 12:03:53,25-03-2024 12:03:53,0.010s,PASSED
println(uniqueIdSubstring: $uniqueIdSubstring),,,,25-03-2024 12:03:53,25-03-2024 12:03:53,0.045s,PASSED
println(uniqueId: $uniqueId),,,,25-03-2024 12:03:53,25-03-2024 12:03:53,0.003s,PASSED
"requestBody = 
{
  ""name"": ""QATest"",
  ""email"": ""QATest$uniqueIdSubstring@gmail.com"",
  ""address"": ""QATest"",
  ""phone"": ""1148784215"",
  ""company"": ""QATest"",
  ""external_reference"": ""QATest"",
  ""description"": ""QATest"",
  ""manager"": ""QATest"",
  ""wallet"": {
      ""address"": ""0x71C7656EC7ab88b098defB751B7401B5f6d8976F"",
      ""network"": ""Ethereum"",
      ""coin"": ""ETH""
  }
}
",,,,25-03-2024 12:03:53,25-03-2024 12:03:53,0.002s,PASSED
try,,,,25-03-2024 12:03:53,25-03-2024 12:03:54,1.171s,FAILED
