Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Hasar,,,,25-03-2024 12:59:47,25-03-2024 12:59:54,7.358s,PASSED
,,,,,,,
Test Cases/Hasar Flow/1 auth_token_Admin,,,,25-03-2024 12:59:47,25-03-2024 12:59:50,3.496s,PASSED
"current_user = ""Hasar""",,,,25-03-2024 12:59:47,25-03-2024 12:59:48,0.305s,PASSED
"response = sendRequest(findTestObject(""Flow Admin/token"", [""url_base"":url_base, ""api_key"":api_key_hasar]))",,,,25-03-2024 12:59:48,25-03-2024 12:59:50,2.745s,PASSED
responseBody = response.getResponseText(),,,,25-03-2024 12:59:50,25-03-2024 12:59:50,0.012s,PASSED
print(responseBody),,,,25-03-2024 12:59:50,25-03-2024 12:59:50,0.006s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,,25-03-2024 12:59:50,25-03-2024 12:59:50,0.014s,PASSED
jsonResponse = jsonSlurper.parseText(responseBody),,,,25-03-2024 12:59:50,25-03-2024 12:59:50,0.015s,PASSED
token = accessToken,,,,25-03-2024 12:59:50,25-03-2024 12:59:50,0.015s,PASSED
"println(""Response Body: "" + responseBody)",,,,25-03-2024 12:59:50,25-03-2024 12:59:50,0.004s,PASSED
,,,,,,,
Test Cases/Hasar Flow/2 Create Customer,,,,25-03-2024 12:59:50,25-03-2024 12:59:52,1.396s,PASSED
uniqueId = randomUUID().toString(),,,,25-03-2024 12:59:51,25-03-2024 12:59:51,0.008s,PASSED
"uniqueIdSubstring = replaceAll(""[^a-zA-Z0-9]"", """").substring(0, 10)",,,,25-03-2024 12:59:51,25-03-2024 12:59:51,0.016s,PASSED
println(uniqueIdSubstring: $uniqueIdSubstring),,,,25-03-2024 12:59:51,25-03-2024 12:59:51,0.033s,PASSED
println(uniqueId: $uniqueId),,,,25-03-2024 12:59:51,25-03-2024 12:59:51,0.003s,PASSED
"requestBody = 
{
  ""name"": ""QATest"",
  ""email"": ""QATest$uniqueIdSubstring@gmail.com"",
  ""address"": ""QATest"",
  ""phone"": ""1148784215"",
  ""company"": ""QATest"",
  ""external_reference"": ""QATest"",
  ""description"": ""QATest"",
  ""manager"": ""QATest"",
  ""wallet"": {
      ""address"": ""0x71C7656EC7ab88b098defB751B7401B5f6d8976F"",
      ""network"": ""Ethereum"",
      ""coin"": ""ETH""
  }
}
",,,,25-03-2024 12:59:51,25-03-2024 12:59:51,0.002s,PASSED
try,,,,25-03-2024 12:59:51,25-03-2024 12:59:52,0.972s,PASSED
,,,,,,,
Test Cases/Hasar Flow/3 Create User tipo User,,,,25-03-2024 12:59:52,25-03-2024 12:59:53,1.114s,PASSED
uniqueId = randomUUID().toString(),,,,25-03-2024 12:59:52,25-03-2024 12:59:52,0.002s,PASSED
"uniqueIdSubstring = replaceAll(""[^a-zA-Z0-9]"", """").substring(0, 10)",,,,25-03-2024 12:59:52,25-03-2024 12:59:52,0.001s,PASSED
println(uniqueIdSubstring: $uniqueIdSubstring),,,,25-03-2024 12:59:52,25-03-2024 12:59:52,0.002s,PASSED
println(uniqueId: $uniqueId),,,,25-03-2024 12:59:52,25-03-2024 12:59:52,0.002s,PASSED
"requestBody = 
{
    ""user"": {
		""username"": ""QATest$uniqueIdSubstring"",
        ""password"": ""1234"",
        ""role"": ""user""
    }
}
",,,,25-03-2024 12:59:52,25-03-2024 12:59:52,0.001s,PASSED
try,,,,25-03-2024 12:59:52,25-03-2024 12:59:53,0.908s,PASSED
,,,,,,,
Test Cases/Hasar Flow/4 auth_token_User,,,,25-03-2024 12:59:53,25-03-2024 12:59:54,1.090s,PASSED
"current_user = ""Hasar""",,,,25-03-2024 12:59:53,25-03-2024 12:59:53,0.001s,PASSED
"response = sendRequest(findTestObject(""Flow Admin/token"", [""url_base"":url_base, ""api_key"":api_key_user]))",,,,25-03-2024 12:59:53,25-03-2024 12:59:54,0.958s,PASSED
responseBody = response.getResponseText(),,,,25-03-2024 12:59:54,25-03-2024 12:59:54,0.001s,PASSED
print(responseBody),,,,25-03-2024 12:59:54,25-03-2024 12:59:54,0.001s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,,25-03-2024 12:59:54,25-03-2024 12:59:54,0.002s,PASSED
jsonResponse = jsonSlurper.parseText(responseBody),,,,25-03-2024 12:59:54,25-03-2024 12:59:54,0.001s,PASSED
token = accessToken,,,,25-03-2024 12:59:54,25-03-2024 12:59:54,0.002s,PASSED
"println(""Response Body: "" + responseBody)",,,,25-03-2024 12:59:54,25-03-2024 12:59:54,0.001s,PASSED
