Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Hasar,,,,25-03-2024 12:30:23,25-03-2024 12:30:28,5.284s,PASSED
,,,,,,,
Test Cases/Hasar Flow/auth_token_Admin,,,,25-03-2024 12:30:23,25-03-2024 12:30:27,3.643s,PASSED
"current_user = ""Hasar""",,,,25-03-2024 12:30:23,25-03-2024 12:30:24,0.264s,PASSED
"response = sendRequest(findTestObject(""Flow Admin/token"", [""url_base"":url_base, ""api_key"":api_key_hasar]))",,,,25-03-2024 12:30:24,25-03-2024 12:30:26,2.846s,PASSED
responseBody = response.getResponseText(),,,,25-03-2024 12:30:26,25-03-2024 12:30:26,0.053s,PASSED
print(responseBody),,,,25-03-2024 12:30:26,25-03-2024 12:30:26,0.007s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,,25-03-2024 12:30:26,25-03-2024 12:30:27,0.037s,PASSED
jsonResponse = jsonSlurper.parseText(responseBody),,,,25-03-2024 12:30:27,25-03-2024 12:30:27,0.020s,PASSED
token = accessToken,,,,25-03-2024 12:30:27,25-03-2024 12:30:27,0.025s,PASSED
"println(""Response Body: "" + responseBody)",,,,25-03-2024 12:30:27,25-03-2024 12:30:27,0.018s,PASSED
,,,,,,,
Test Cases/Hasar Flow/Create Customer,,,,25-03-2024 12:30:27,25-03-2024 12:30:28,1.430s,PASSED
uniqueId = randomUUID().toString(),,,,25-03-2024 12:30:27,25-03-2024 12:30:27,0.011s,PASSED
"uniqueIdSubstring = replaceAll(""[^a-zA-Z0-9]"", """").substring(0, 10)",,,,25-03-2024 12:30:27,25-03-2024 12:30:27,0.011s,PASSED
println(uniqueIdSubstring: $uniqueIdSubstring),,,,25-03-2024 12:30:27,25-03-2024 12:30:27,0.047s,PASSED
println(uniqueId: $uniqueId),,,,25-03-2024 12:30:27,25-03-2024 12:30:27,0.004s,PASSED
"requestBody = 
{
  ""name"": ""QATest"",
  ""email"": ""QATest$uniqueIdSubstring@gmail.com"",
  ""address"": ""QATest"",
  ""phone"": ""1148784215"",
  ""company"": ""QATest"",
  ""external_reference"": ""QATest"",
  ""description"": ""QATest"",
  ""manager"": ""QATest"",
  ""wallet"": {
      ""address"": ""0x71C7656EC7ab88b098defB751B7401B5f6d8976F"",
      ""network"": ""Ethereum"",
      ""coin"": ""ETH""
  }
}
",,,,25-03-2024 12:30:27,25-03-2024 12:30:27,0.009s,PASSED
try,,,,25-03-2024 12:30:27,25-03-2024 12:30:28,0.997s,PASSED
