Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Hasar,,,,25-03-2024 15:42:16,25-03-2024 15:42:26,9.610s,PASSED
,,,,,,,
Test Cases/Hasar Flow/1 auth_token_Admin,,,,25-03-2024 15:42:16,25-03-2024 15:42:20,3.883s,PASSED
"current_user = ""Hasar""",,,,25-03-2024 15:42:17,25-03-2024 15:42:17,0.296s,PASSED
"response = sendRequest(findTestObject(""Flow Admin/token"", [""url_base"":url_base, ""api_key"":api_key_hasar]))",,,,25-03-2024 15:42:17,25-03-2024 15:42:20,2.778s,PASSED
responseBody = response.getResponseText(),,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.028s,PASSED
print(responseBody),,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.018s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.063s,PASSED
jsonResponse = jsonSlurper.parseText(responseBody),,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.061s,PASSED
token = accessToken,,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.031s,PASSED
"println(""Response Body: "" + responseBody)",,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.108s,PASSED
,,,,,,,
Test Cases/Hasar Flow/2 Create Customer,,,,25-03-2024 15:42:20,25-03-2024 15:42:21,1.325s,PASSED
uniqueId = randomUUID().toString(),,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.007s,PASSED
"uniqueIdSubstring = replaceAll(""[^a-zA-Z0-9]"", """").substring(0, 10)",,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.008s,PASSED
println(uniqueIdSubstring: $uniqueIdSubstring),,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.041s,PASSED
println(uniqueId: $uniqueId),,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.001s,PASSED
"requestBody = 
{
  ""name"": ""QATest"",
  ""email"": ""QATest$uniqueIdSubstring@gmail.com"",
  ""address"": ""QATest"",
  ""phone"": ""1148784215"",
  ""company"": ""QATest"",
  ""external_reference"": ""QATest"",
  ""description"": ""QATest"",
  ""manager"": ""QATest"",
  ""wallet"": {
      ""address"": ""0x71C7656EC7ab88b098defB751B7401B5f6d8976F"",
      ""network"": ""Ethereum"",
      ""coin"": ""ETH""
  }
}
",,,,25-03-2024 15:42:20,25-03-2024 15:42:20,0.002s,PASSED
try,,,,25-03-2024 15:42:20,25-03-2024 15:42:21,0.976s,PASSED
,,,,,,,
Test Cases/Hasar Flow/3 Create User tipo User,,,,25-03-2024 15:42:21,25-03-2024 15:42:23,1.221s,PASSED
uniqueId = randomUUID().toString(),,,,25-03-2024 15:42:22,25-03-2024 15:42:22,0.001s,PASSED
"uniqueIdSubstring = replaceAll(""[^a-zA-Z0-9]"", """").substring(0, 10)",,,,25-03-2024 15:42:22,25-03-2024 15:42:22,0.001s,PASSED
println(uniqueIdSubstring: $uniqueIdSubstring),,,,25-03-2024 15:42:22,25-03-2024 15:42:22,0.002s,PASSED
println(uniqueId: $uniqueId),,,,25-03-2024 15:42:22,25-03-2024 15:42:22,0.001s,PASSED
"requestBody = 
{
    ""user"": {
		""username"": ""QATest$uniqueIdSubstring"",
        ""password"": ""1234"",
        ""role"": ""user""
    }
}
",,,,25-03-2024 15:42:22,25-03-2024 15:42:22,0.001s,PASSED
try,,,,25-03-2024 15:42:22,25-03-2024 15:42:23,0.971s,PASSED
,,,,,,,
Test Cases/Hasar Flow/4 auth_token_User,,,,25-03-2024 15:42:23,25-03-2024 15:42:24,1.052s,PASSED
"current_user = ""Hasar""",,,,25-03-2024 15:42:23,25-03-2024 15:42:23,0.001s,PASSED
"response = sendRequest(findTestObject(""Flow Admin/token"", [""url_base"":url_base, ""api_key"":api_key_user]))",,,,25-03-2024 15:42:23,25-03-2024 15:42:24,0.927s,PASSED
responseBody = response.getResponseText(),,,,25-03-2024 15:42:24,25-03-2024 15:42:24,0.003s,PASSED
print(responseBody),,,,25-03-2024 15:42:24,25-03-2024 15:42:24,0.002s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,,25-03-2024 15:42:24,25-03-2024 15:42:24,0.001s,PASSED
jsonResponse = jsonSlurper.parseText(responseBody),,,,25-03-2024 15:42:24,25-03-2024 15:42:24,0.002s,PASSED
